text	label
no se hacer si llorar o y ver si llevan	anger
tengo ganas ir al cine          	sadness
hpta estos mane no entienden no e no al menos	joy
deci ya no espero            	joy
alguien lo dijo              	anger
quiero ser amiga solo pq se parece una era mi	sadness
ustedes no hacen feliz            	sadness
buenos momentos                	joy
grande eres eres un ejemplo seguir        	joy
en un hay si lleve su        	anger
como cagan con los segundo  pasapalabra      	anger
hoy lo                	joy
arrepiento hablado                	joy
se jodio el cargador del iphone        	joy
extrano mucho mi cabello largo          	sadness
gusta                  	joy
estoy en el cine con mi novio y siempre se	sadness
todo el dia en cama nada hacer ahora ni noche	anger
por senor no haces esto          	sadness
nota mental reir mas preocuparme menos        	joy
yo voy jajajajajaja              	sadness
todo un ejemplo asi somos en este pais    	joy
levantarse un domingo 8 estudiar podria ser mas facil si	sadness
aveces mi mama e muy dura        	sadness
mi alarma suena en 5 horas y vecina no quita	anger
dijeron no cuando yo ya estaba hasta el pinche fondo	anger
tan iba mi fin jaja          	joy
5 momento no he querido pero podria      	joy
el seria si llegara persona persona realmente con experiencia en	joy
quedo como un pajero hacer algo si se va responder	sadness
no estoy preparada psicologicamente para empezar facultad      	joy
q lindo darse cuenta cosas          	joy
pobre todo el bullying le hacen esas perras    	sadness
soy peor un pato            	anger
hasta cuando                	sadness
maldita sea todos andan en peda y yo en mi	sadness
ni cabe su junta            	anger
no se si e bueno pensar perdi esa oportunidad  	sadness
solo lo vemos no tristes y no hacemos nada  	sadness
se acabo el ver peliculas gratis joder el domingo  	sadness
y hoy para y            	joy
todos los dia veo tu para ver si algun dia	sadness
no entiendo porque solo los y gustan jajajaja    	sadness
incluso mas viejo q ese          	sadness
e lunes  menos mal quedan 9 dias para mi	sadness
ya hay una nina mi grupo pero e no se	anger
buenos dia viendo tele con          	joy
quien manda cambiarme necesito tener senal        	anger
ayer vi una morra con unos short para correr hermosos	sadness
hermoso tener clases un sabado          	joy
quien sera el amor mi vida        	sadness
tengo ganas leer algo y no se acepto    	joy
ahora sone hablaba ingles            	sadness
uy ? en serio ? entonces no quedamos como amigo	sadness
fui y soy sincero y desde ahi nace mi tranquilidad	joy
un                  	joy
despues un sigo pensando hubiera pasado si segundos    	sadness
acabo comprar en un una ? adivinen quien esta bien	joy
por lo visto tiene mejores cosas hacer  si supiera	sadness
no e una buena forma cerrar semana      	sadness
no sabes no              	anger
los sabados oficialmente los odio          	anger
cuando va ser el momento en terminen arreglar ruta 	anger
y como cada vacaciones termino con ganas volver en soledad	sadness
aburrido estoy                	sadness
porque no hablan en f darme rt      	anger
omg horrible e como una rata gigante queriendo meter terror	sadness
duelen los labios y ojala fuera por con alguien pero	sadness
flojera este cuerpo quiere ser          	sadness
tan linda toda              	joy
yo pienso eso lo hizo el mismo gobierno    	sadness
 el presidente este bien pues todos con el dron	sadness
este ha sido los fine semana mas bonito he tenido	joy
y todos esos like onda          	joy
haber un y vayan            	anger
estos dias tan y no gustan        	sadness
no puedo sentir asi mal          	sadness
si duermo con el aire m levanto enferma y con	joy
muy triste e tus amigas vivan lejos vos    	sadness
porra odio                	anger
estas cosas hacen re mal          	sadness
con el aborto legal            	anger
unica acabo terminar leer mi tercer libro del  y	joy
te amo mo              	sadness
esta e                	sadness
y esta semana invitaron 2 veces al cine y ninguna	sadness
buen domingo pase              	joy
e ver ciertas cosas y ponerme mala      	anger
no quiero ir en bici tienda        	sadness
ya volvi                	joy
siempre recuerda mientras tu bts sube        	joy
terribles ganas dormir con pablo          	sadness
imposible andar en moto con el viento hay    	anger
tengo tantas ganas mi            	sadness
re con                	sadness
7 anos                	sadness
tengo muchas ganas llorar send fuerza voluntad para aguantar otro	sadness
se termino lo se daba se vuelve capital    	sadness
puneta ha                	joy
obvio yo                	sadness
no daria por por una vez mas      	joy
ya estoy estar sola            	sadness
hermoso solcito estos dias y yo trabajando tarde lpm  	sadness
estoy loca por ver            	sadness
los hombre son un neta          	anger
lo ma dificil e aguantar preguntas        	sadness
un en vivo perdiendo            	anger
so estoy goma xq estoy despierta        	sadness
volvi                  	joy
jajajajaja real                	sadness
cuanto lo sale el para tu moto      	anger
ahorita estuviera punto empezar mi ultimo ano universidad  pero	sadness
una rica noche  jajaja          	joy
horrible e esperar un mensaje nunca llegara      	sadness
yo no merecia tanto dano          	sadness
veremos por fin este ano          	joy
por                  	joy
"asi e en casos "" "" no e lo mejor"	sadness
culpa tengo todos sean amigo todos        	anger
lo faltaba                	joy
creo no sirve nada            	sadness
se rompio el corazon mientras hacia valija      	sadness
del trabajo un y quede viendo tv      	joy
manana cero pan galletas y esas cosas hacen romper el	sadness
girl te amo              	sadness
quiero mi auto lpm            	sadness
bueno termine durmiendo un ratito          	joy
da pena ver solo adelante contra todos  tapia ctm	sadness
mi parte favorita son tus labios te extrano    	sadness
milanesas hizo alguien q le q no gusta el  	anger
so muy muy              	sadness
para ir al parque y bueno yo tengo estar hasta	sadness
el policia donde doy clases con y mi con un	joy
ya puedo dormir feliz            	joy
vez en cuando no paso          	sadness
to                  	joy
el esta muerto              	sadness
quisiera volver trabajar solo para los chico  ganas ser	sadness
nivel aburrimiento estoy viendo como dice el dicho    	sadness
quiero taquitos                	sadness
da miedo pensar toda veces hablamos puede ser ultima vez	sadness
saber todos los mueren dia tras dia jamas cumplir sus	sadness
si lo hecho ante partir          	sadness
cuanto mas                	sadness
lo habia tanto              	sadness
no tengo ganas ir ala reunion        	anger
nunca he ni sorpresa            	sadness
te quiero pero e dificil yo en tu vida  	sadness
con lagrimas en los ojos lit        	sadness
noche esta para y uno solo en casa    	sadness
e normal duela sabiendo nunca han sido nada    	sadness
molesta gente no sepa el trabajo lo personal poco  	anger
ni pedo el pal mundial no se va solo  	sadness
se te va extranar            	sadness
quisiera todos los sigo pero despues se y mi no	anger
como el orto total yo banco toda      	joy
dejar todo para ultimo momento no e      	joy
okay esto ya no porque ya cosas aun no he	anger
recien se va y ya lo extrano      	sadness
do tipos persona en vida y yo soy asi sorry	joy
pucha se echo perder un  con 7 lucas del	sadness
con lo no              	anger
quiero venga luz              	anger
mi mejor 8 agosto            	joy
tengo ir trabajar manana  y siento perdi todo lo	sadness
tipico llenar una botella agua y vacia      	anger
necesito mucho                	sadness
ya e costumbre              	sadness
comi hace unas horas y ya tengo hambre otra vez	anger
se vienen mas              	joy
para esto mejor ni vengo          	anger
esas amistades son para siempre  amo compartir con ustedes	joy
ok ok ok hasta aca llegue        	joy
vuelve lo mejor              	joy
mucho no ver entrado escuela este ano tampoco    	sadness
eso enoja  no gusta digan mentiras con ellos  	anger
ni ni mango ni lopez parado total      	anger
ante era chevere tw            	sadness
quiero salir bailar y pero mi estado no ayuda  	sadness
bien dicen suerte y bendiciones uno mismo hace    	joy
nuevo los red 4 0 serie contra yankee y quedaron	joy
manana esto en mi mente cuando lea al    	joy
el jodio los lentes            	sadness
todo el mundo se va 15 o baile y yo	sadness
ganas unos mate y una linda charla      	joy
cc te dicen q no puedes entrenar una semana  	sadness
recien despierto y ahora            	sadness
ojala tener al menos grupo amigo        	sadness
bueno algunas ya hemos vacaciones y vamos volviendo poco poco	sadness
el los hombre no entienden esto        	joy
? tomar por un hombre hermana usted vale demasiado para	joy
para trabajar y mi papa dijo no ganas llorar mil	sadness
creo ya va siendo hora ir un par    	joy
nada esta normal nada esta normal dan ganas en chino	anger
el gol al primo            	anger
cuanto tiempo mas tengo esperar para ya fue    	anger
oh vaya entonces no solo e en      	sadness
tal si lo debes lo dona para el dia del	anger
porque se lo llevan asi sin        	sadness
hay stream hoy jugando en en        	joy
q ganas d arrancar jugar          	sadness
ya canse ti alv            	anger
calor                  	sadness
empece y solo quiero jugar con        	anger
estas entrando depre              	sadness
mi error el 22 noviembre del        	anger
el colmo                	sadness
extrano morir amiga ante            	sadness
donde quiera este espero este bien siempre esa sonrisa te	sadness
mira extrano una banda ella  mucho      	sadness
ya tengo mi cabello bien chido pero ya e hora	sadness
todo el mundo              	sadness
festejar el aborto siga siendo clandestino e tan triste  	sadness
estaba pensando mi si y di cuenta soy una siento	sadness
? cuentas un cuento ante dormir        	sadness
da el primer paso tu eres quien marca el ritmo	joy
por hago si ya se como son cosas    	sadness
no tienen idea lo cansado tiene el trabajo verdad tengo	sadness
estabamos durmiendo re y tuve venir casa asi no eh	sadness
extrano mucho mi viaje todos los chico y mi 	sadness
no se pierda mala costumbre estar con el ojo sin	sadness
mira porque despierto              	anger
no te alguien no le guste [?] nunca pelis contigo	sadness
