,text,label
654,se chingo el primer dia trabajo y con buena  ,joy
655,odio laburar noche              ,anger
656,especial para ir cancha            ,joy
657,y esperar para nada            ,anger
658,lo dicho en cara lo he perdido      ,joy
659,yo solo queria algo bonito          ,sadness
660,le quise pegar al chingon con fantasia y ahorita no,joy
661,extrano mi novio              ,sadness
662,ultimamente lucas le esta dando  algo pasa con el,anger
663,cuando tenga mi hijos jaja          ,joy
664,no se puede esperar mucho tan poco      ,sadness
665,alguien haga maletas y mia ando        ,sadness
666,ya voy casa felicidad            ,joy
667,ganas poner al chofer del bus como el calor y,anger
668,9 ya estaba dormido y entra mi hermana preguntarme si,anger
669,ganas volver hacer para tener amigo        ,sadness
670,no quiero ir              ,sadness
671,? hasta cuando ese karma llamado plata      ,sadness
672,y no te cuenta            ,sadness
673,deberia estar prohibido tener ir trabajar cuando los dias estan,anger
674,adios mi amigo  falta          ,sadness
675,siento re mal no tengo ganas nada      ,sadness
676,te                  ,sadness
677,quisiera todo fuera un mal del destino y dios  ,sadness
678,quiero llorar hasta el            ,sadness
679,menudo gasto                ,joy
680,echo pelota como costumbre            ,sadness
681,extrano mi male              ,sadness
682,lindo dia fue el hoy          ,joy
683,para llamo sofia estaba durmiendo          ,anger
684,coraje hombre                ,anger
685,muchas cosas hacemos por necesidad y no por querer  ,sadness
686,camila o                ,anger
687,no tengo sueno  sigo emocionada el numero 1 para,joy
688,cande invito                ,joy
689,voy un finde y mi casa e cualquier cosa vieja,joy
690,en semana no tengo ningun problema levantarme para ir trabajar,sadness
691,porque nadie puede querer como yo te quiero ti ,sadness
692,cansada pelear siempre por lo mismo        ,sadness
693,compartir un domingo no e joda no      ,joy
694,comer dulce leche y no el gusto      ,sadness
695,ya no tengo alguien para poder contarle mi problemas  ,sadness
696,lo unico para este tan e inviten      ,sadness
697,triste pone ver jugar mi equipo y yo no este,sadness
698,siempre esta ahi              ,joy
699,so                  ,sadness
700,ahora voy dormir              ,joy
701,no pues estoy bien            ,joy
702,hablar con siempre e buena opcion        ,joy
703,este si se hace sentir mi luna      ,joy
704,buenas tardes                ,joy
705,apetece hacer un por un ratito        ,joy
706,feo e sentir estoy todo lo alguna vez aprendi  ,sadness
707,fue buen dia hoy  amo estar con toda mi,joy
708,maravilloso dia                ,joy
709,pero sin claro              ,joy
710,odio ver mi amigo odio lo        ,joy
711,porque los se vuelven amores para mi      ,sadness
712,se parecen unas jajajaja            ,joy
713,cosa tan terrible              ,sadness
714,vaya para dar gracias            ,joy
715,po yo estoy bien            ,joy
716,esta gente e no entiendo como tienen seguidores y son,anger
717,y aprovechar nuevas oportunidades educacion estan        ,joy
718,posta le extrano un monton          ,sadness
719,nada e igual              ,sadness
720,no hay cafe              ,sadness
721,empezando mal               ,sadness
722,ni pinta llegue mi cumple          ,joy
723,soy feliz tomando con victoria          ,joy
724,como aburro joder              ,anger
725,increible lo importante eres para mi        ,joy
726,le quiero                ,sadness
727,sabado en cama meta netflix noma no queda otra  ,sadness
728,cada palabra esa cancion grita el nombre      ,sadness
729,yo he perdido amores pero este amor no lo quiero,sadness
730,si alguien se grupo wpp avisa y los    ,joy
731,despues tantas noches al fin pude dormir un horario normal,sadness
732,omg pero acabo ver            ,joy
733,definitivamente no fue un buen domingo        ,sadness
734,do anos tu partida y aun no puedo te extrano,sadness
735,todo parecia bien y al final termino en nada  ,sadness
736,quiero cambiar                ,sadness
737,mi hermana e un desastre en cocina      ,anger
738,clase di                ,sadness
739,en ahora mismo carolina por su tercer mundial    ,joy
740,yo te hubiera              ,sadness
741,buenos dias                ,joy
742,e como dormi 3 h d siesta 12 d noche,joy
743,el mejor domingo lejos            ,joy
744,e muy triste ver mi libro vuelto nada    ,sadness
745,tengo una semana en monterrey y muero antojo unos taquitos,sadness
746,10 en mi insta alguien uso mi insta y bloqueo,anger
747,ando con una cara orto hermosa el dia hoy  ,joy
748,llego hora escuchar canciones tristes con luz      ,sadness
749,si tu                ,joy
750,tan importante eres para tu mama cuando cree recien estas,joy
751,fua todos son iguales            ,anger
752,creo acabo cargar el            ,joy
753,uno se cansa ser fuerte y tener salir toda solo,sadness
754,no se hacer si llorar o y ver si llevan,anger
755,tengo ganas ir al cine          ,sadness
756,hpta estos mane no entienden no e no al menos,joy
757,deci ya no espero            ,joy
758,alguien lo dijo              ,anger
759,quiero ser amiga solo pq se parece una era mi,sadness
760,ustedes no hacen feliz            ,sadness
761,buenos momentos                ,joy
762,grande eres eres un ejemplo seguir        ,joy
763,en un hay si lleve su        ,anger
764,como cagan con los segundo  pasapalabra      ,anger
765,hoy lo                ,joy
766,arrepiento hablado                ,joy
767,se jodio el cargador del iphone        ,joy
768,extrano mucho mi cabello largo          ,sadness
769,gusta                  ,joy
770,estoy en el cine con mi novio y siempre se,sadness
771,todo el dia en cama nada hacer ahora ni noche,anger
772,por senor no haces esto          ,sadness
773,nota mental reir mas preocuparme menos        ,joy
774,yo voy jajajajajaja              ,sadness
775,todo un ejemplo asi somos en este pais    ,joy
776,levantarse un domingo 8 estudiar podria ser mas facil si,sadness
777,aveces mi mama e muy dura        ,sadness
778,mi alarma suena en 5 horas y vecina no quita,anger
779,dijeron no cuando yo ya estaba hasta el pinche fondo,anger
780,tan iba mi fin jaja          ,joy
781,5 momento no he querido pero podria      ,joy
782,el seria si llegara persona persona realmente con experiencia en,joy
783,quedo como un pajero hacer algo si se va responder,sadness
784,no estoy preparada psicologicamente para empezar facultad      ,joy
785,q lindo darse cuenta cosas          ,joy
786,pobre todo el bullying le hacen esas perras    ,sadness
787,soy peor un pato            ,anger
788,hasta cuando                ,sadness
789,maldita sea todos andan en peda y yo en mi,sadness
790,ni cabe su junta            ,anger
791,no se si e bueno pensar perdi esa oportunidad  ,sadness
792,solo lo vemos no tristes y no hacemos nada  ,sadness
793,se acabo el ver peliculas gratis joder el domingo  ,sadness
794,y hoy para y            ,joy
795,todos los dia veo tu para ver si algun dia,sadness
796,no entiendo porque solo los y gustan jajajaja    ,sadness
797,incluso mas viejo q ese          ,sadness
798,e lunes  menos mal quedan 9 dias para mi,sadness
799,ya hay una nina mi grupo pero e no se,anger
800,buenos dia viendo tele con          ,joy
801,quien manda cambiarme necesito tener senal        ,anger
802,ayer vi una morra con unos short para correr hermosos,sadness
803,hermoso tener clases un sabado          ,joy
804,quien sera el amor mi vida        ,sadness
805,tengo ganas leer algo y no se acepto    ,joy
806,ahora sone hablaba ingles            ,sadness
807,uy ? en serio ? entonces no quedamos como amigo,sadness
808,fui y soy sincero y desde ahi nace mi tranquilidad,joy
809,un                  ,joy
810,despues un sigo pensando hubiera pasado si segundos    ,sadness
811,acabo comprar en un una ? adivinen quien esta bien,joy
812,por lo visto tiene mejores cosas hacer  si supiera,sadness
813,no e una buena forma cerrar semana      ,sadness
814,no sabes no              ,anger
815,los sabados oficialmente los odio          ,anger
816,cuando va ser el momento en terminen arreglar ruta ,anger
817,y como cada vacaciones termino con ganas volver en soledad,sadness
818,aburrido estoy                ,sadness
819,porque no hablan en f darme rt      ,anger
820,omg horrible e como una rata gigante queriendo meter terror,sadness
821,duelen los labios y ojala fuera por con alguien pero,sadness
822,flojera este cuerpo quiere ser          ,sadness
823,tan linda toda              ,joy
824,yo pienso eso lo hizo el mismo gobierno    ,sadness
825, el presidente este bien pues todos con el dron,sadness
826,este ha sido los fine semana mas bonito he tenido,joy
827,y todos esos like onda          ,joy
828,haber un y vayan            ,anger
829,estos dias tan y no gustan        ,sadness
830,no puedo sentir asi mal          ,sadness
831,si duermo con el aire m levanto enferma y con,joy
832,muy triste e tus amigas vivan lejos vos    ,sadness
833,porra odio                ,anger
834,estas cosas hacen re mal          ,sadness
835,con el aborto legal            ,anger
836,unica acabo terminar leer mi tercer libro del  y,joy
837,te amo mo              ,sadness
838,esta e                ,sadness
839,y esta semana invitaron 2 veces al cine y ninguna,sadness
840,buen domingo pase              ,joy
841,e ver ciertas cosas y ponerme mala      ,anger
842,no quiero ir en bici tienda        ,sadness
843,ya volvi                ,joy
844,siempre recuerda mientras tu bts sube        ,joy
845,terribles ganas dormir con pablo          ,sadness
846,imposible andar en moto con el viento hay    ,anger
847,tengo tantas ganas mi            ,sadness
848,re con                ,sadness
849,7 anos                ,sadness
850,tengo muchas ganas llorar send fuerza voluntad para aguantar otro,sadness
851,se termino lo se daba se vuelve capital    ,sadness
852,puneta ha                ,joy
853,obvio yo                ,sadness
854,no daria por por una vez mas      ,joy
855,ya estoy estar sola            ,sadness
856,hermoso solcito estos dias y yo trabajando tarde lpm  ,sadness
857,estoy loca por ver            ,sadness
858,los hombre son un neta          ,anger
859,lo ma dificil e aguantar preguntas        ,sadness
860,un en vivo perdiendo            ,anger
861,so estoy goma xq estoy despierta        ,sadness
862,volvi                  ,joy
863,jajajajaja real                ,sadness
864,cuanto lo sale el para tu moto      ,anger
865,ahorita estuviera punto empezar mi ultimo ano universidad  pero,sadness
866,una rica noche  jajaja          ,joy
867,horrible e esperar un mensaje nunca llegara      ,sadness
868,yo no merecia tanto dano          ,sadness
869,veremos por fin este ano          ,joy
870,por                  ,joy
871,"asi e en casos "" "" no e lo mejor",sadness
872,culpa tengo todos sean amigo todos        ,anger
873,lo faltaba                ,joy
874,creo no sirve nada            ,sadness
875,se rompio el corazon mientras hacia valija      ,sadness
876,del trabajo un y quede viendo tv      ,joy
877,manana cero pan galletas y esas cosas hacen romper el,sadness
878,girl te amo              ,sadness
879,quiero mi auto lpm            ,sadness
880,bueno termine durmiendo un ratito          ,joy
881,da pena ver solo adelante contra todos  tapia ctm,sadness
882,mi parte favorita son tus labios te extrano    ,sadness
883,milanesas hizo alguien q le q no gusta el  ,anger
884,so muy muy              ,sadness
885,para ir al parque y bueno yo tengo estar hasta,sadness
886,el policia donde doy clases con y mi con un,joy
887,ya puedo dormir feliz            ,joy
888,vez en cuando no paso          ,sadness
889,to                  ,joy
890,el esta muerto              ,sadness
891,quisiera volver trabajar solo para los chico  ganas ser,sadness
892,nivel aburrimiento estoy viendo como dice el dicho    ,sadness
893,quiero taquitos                ,sadness
894,da miedo pensar toda veces hablamos puede ser ultima vez,sadness
895,saber todos los mueren dia tras dia jamas cumplir sus,sadness
896,si lo hecho ante partir          ,sadness
897,cuanto mas                ,sadness
898,lo habia tanto              ,sadness
899,no tengo ganas ir ala reunion        ,anger
900,nunca he ni sorpresa            ,sadness
901,te quiero pero e dificil yo en tu vida  ,sadness
902,con lagrimas en los ojos lit        ,sadness
